_id,content,category
14429,همسر این‌جانب معتقد به رعایت حجاب نیست به‌طوری‌که در محافل و مجالس حجاب خود را رعایت نمی‌کند، به صحبت‌ها و درخواست‌های من هم هیچ توجهی نمی‌کند، آیا گناه عدم رعایت حجاب از جانب ایشان متوجه من هم هست؟ وظیفه این‌جانب در قبال ایشان چیست؟,اخلاق اسلامی
14432,آیا کشتن کسى که به انسان حمله می‌کند و یا سارقى که به منزل انسان آمده است جایز است؟,اخلاق اسلامی
14433,چند سارق مسلح در وسط بیابان از یک خانواده عشایری گوسفند می‌دزدند پس از طی چند کیلومتر که دور می‌شوند توسط مالباختگان تعقیب شده و با اسلحه درگیر می‌شوند در درگیری یکی از سارقین مسلح کشته می‌شود آیا این کار از موارد دفاع مشروع می‌باشد؟,اخلاق اسلامی
14436,آیا مقابله‌به‌مثل علیه غیرنظامیان مانند بمباران آن‌ها جایز است؟,اخلاق اسلامی
14441,اگر متجاوزی به مکانی حمله نماید و ما بخواهیم برای جلوگیری از تجاوز و سرقت و هتک ناموس مقاومت نماییم، موجب کشته شدن متجاوز می‌شود، حال بااین‌وجود می‌توان مقاومت نمود؟,اخلاق اسلامی
14444,آیا ایجاد صورت قبر اموات گذشته در قبرستان جدید جایز است؟,اخلاق اسلامی
14453,وظیفه نسبت به قبرستانی که به واسطه احداث سد زیر آب می رود و قبر قدیمی و جدید دارد چیست؟,اخلاق اسلامی
14464,شوهر صاحب‌خانه ما فوت کرده و دو فرزند ۱۰ و ۸ ساله دارد. اگر ما به خانه آنها رفته و چیزی بخوریم و یا اینکه برای فرزندان ما چیزی بخرند آیا اشکال دارد؟,اخلاق اسلامی
14389,شخصی اسمش فاطمه نیست و در طول عمرش حتی یک‌بار هم به این اسم صدایش نزده‌اند وقتی می‌میرد بستگانش روی قبرش اسم فاطمه و در داخل پرانتز اسم واقعش را بنویسند این کار چه حکمی دارد؟,اخلاق اسلامی
14394,شرکت در تشییع‌جنازه اعدامی جایز است؟,اخلاق اسلامی
14395,چه‌کارهایی از بستگان میت نهی شده است؟,اخلاق اسلامی
14397,آیا فریاد کشیدن در عزای میت جایز است؟,اخلاق اسلامی
14406,وقتی سوار تاکسى می‌شویم بعضی از راننده‌های نوار ترانه غیرمذهبی گذاشته و گوش می‌کنند و عنوان می‌کنند که اگر نوار گوش نکنند خوابشان می‌برد در این حالت وظیفه انسان چیست؟,اخلاق اسلامی
14407,شخصی دارای فرزند معتاد است و این فرزند حرف‌های زشت و رکیک می‌زند و شخص، بیم تجاوز توسط او را دارد، آیا می‌تواند از او به مراجع قضایی شکایت کند و یا برخوردی تند با او داشته باشد؟,اخلاق اسلامی
14745,اگر علم تا آنجا پيشرفت كند كه اسپرم و نطفه را از دانه‏ها و محصولات نباتى و مانند آن بگيرند و به زن تلقيح كنند و نوزاد مصنوعى به عمل‌آورند، در اين صورت كودك متعلّق به چه كسى است؟,اخلاق اسلامی
14296,آیا مفسد فی الارض شاخه ای از مهدورالدم است؟ البته به هیچ وجه منظورم این نیست اگر کسی خواست فقط صرف اعتقاد به مهدور الدم بودن شخصی خودسرانه دست به این عمل بزند.,اخلاق اسلامی
14301,اگر ثابت شود یکی از دو نفر سرقت کرده اند ولی هیچیک سرقت را به گردن نگیرند تکلیف چیست؟,اخلاق اسلامی
14236,آیا هزینه دعانویس را ندهم برای من مشکلی دارد یا ضرر زیان می‌آورد؟,اخلاق اسلامی
14252,روحانی که به روستایمان آمده برای دهه محرم دو میلیون تومان می‌گیرد مگر روحانیان برای تبلیغ حقوق نمی‌گیرند؟,اخلاق اسلامی
14253,اگرکسی معجزه ای از معصومین ببیند چکار کند پیش مردم بگوید یانه؟,اخلاق اسلامی
14273,آیا پاسخ به سلام در فضای فضازی لازم است ؟ آیا شرطی و مسئله ای دارد ؟ با توجه به اینکه گروه های اجتماعی بیش از تعداد زیادی سلام کرده اند ؟,اخلاق اسلامی
14274,آیا بوسیدن دست پدر بزرگ و مادر بزرگ جایز است؟,اخلاق اسلامی
14209,آیا خواندن قرآن طوری که باعث شود از حال خود خارج شوی گناه است؟,اخلاق اسلامی
14530,هرگاه کسی که امانت‌دار است نشانه‏هاى مرگ را در خود ببيند تکلیف او در مورد امانت‌های گرفته‌شده چیست؟,اخلاق اسلامی
83269,تاریخ و آموزه‌های آیین زرتشت چیست؟,باورهای دینی
83270,آیا اوستا مبتنی بر توحید است؟,باورهای دینی
83275,چرا ارامنه ۶ ژانویه را کریسمس می‌دانند؟,باورهای دینی
83097,در روایت داریم: هر کس سوره نساء را در هر جمعه بخواند،از فشار قبر ایمن است. مقصود تنها خواندن این سوره است؟ بعضی مفسران میگویند: یعنی قرآن را بخوانیم، بفهمیم و عمل کنیم؟ این رو همه میدونن که حتی چند آیه را هم عمل کنیم عاقبت بخیر هستیم چه برسه به یک سوره! از لفظ حدیث چنین چیزی برداشت نمی شود؟ چطور به این نتیجه می رسند مفسران؟,باورهای دینی
83104,سلام.ما چنددانشجوییم ک سایتی ب نام ضدشیطان ها راه اندازی کردیم و الان ب داستان کامل طرد شدن شیطان نیازداریم.لطفا هرچه سریعتر پاسخ بدید.شایان ذکراست ک چندوقته پیش هم این سوال را مطرح کرده بودم اما جوابی ندادید...,باورهای دینی
83107,سلام.من چندوقت پیش هم این سوال رومطرح کرده بودم وگفته بودم ک لطفا سریع پاسخ بدید.ما چند دانشجوییم ک سایتی با عنوان ضدشیطانها راه اندازی کردیم والان ب مطالبی در مورد رانده شدن شیطان ازدرگاه خدا نیاز داریم.ب عبارتی ب داستان کامل این موضوع نیازداریم.اگرمیشه هرچه سریعتر دراین موردبما کمک کنید...,باورهای دینی
83149,**ما هي حكاية حمراء التي ستعود للحياة حتى يجلدها المنتظر وينتقم لها من فاطمة بنت رسول الله؟ ولماذا أخرها الله حتى زمان المنتظر؟**,باورهای دینی
83230,آیا در منابع اسلامی رهبانیت وجود دارد؟,باورهای دینی
83235,دیدگاه مسیحیت نسبت به توحید چیست؟,باورهای دینی
83237,آیا حضرت عیسی(ع) قائل به الوهیت بود؟,باورهای دینی
83239,مسیحیان مسأله بشر بودن مسیح و نیازهای مادی او را چگونه توجیه می کنند؟,باورهای دینی
83242,آیا آموزه پسر خدا از نظر اسلام پذیرفته است؟,باورهای دینی
83244,آموزه روح القدس در مسیحیت چگونه است؟,باورهای دینی
83251,چرا در بهشت میل به بی نهایت و روحیه بی نهایت طلبی که خداوند به صورت فطری در نهاد انسان قرار داده است از بین می رود؟,باورهای دینی
83183,منظور از ذکر یونسیه چیست؟,باورهای دینی
83190,"آیا دعا برای فرج، با اصل علیت در تضاد است؟
در ارتباط با دعا برای ظهور حضرت حجت علیه‌السلام شبهاتی وجود دارد که باید به آنها پاسخ گفت. یکی از این شبهات، تصور تضاد دعا و اصل علیت است که در این نوشته به آن پاسخ گفته می‌شود.
آیا پذیرفتن معجزه یا امور خارق العاده به معناى انکار اصل علیّت است؟ آیا اصل علیّت یک قانون کلّى است و لازمه پذیرش این قانون انکار معجزه و نفى تأثیر دعاست؟
براى روشن شدن پاسخ این سؤال، لازم است مقدمه اى بیان گردد:",باورهای دینی
83193,What did the Quran say about the people who attributed divinity to Jesus?,باورهای دینی
83195,تأثیرات فرهنگ بیگانه بر آموزه ی تثلیث چه میزان است؟,باورهای دینی
83197,آیا تثلیث در کتب عهد عتیق وجود دارد؟,باورهای دینی
83198,آیا از نظر عقلانی تثلیث درست است؟,باورهای دینی
83069,**هل يمكن التوفيق بين محبة أهل البيت (عليهم السلام) ومعاداة أعدائهم، أم أن ذلك يتنافى مع الإيمان والولاء لهم؟**,باورهای دینی
83076,شیطان و ابلیس چه چیزی هستند؟,باورهای دینی
83175,روز حسرت چه روزی است و خداوند چه چیزی را در آن به آنان خواهد نمود که مایة حسرت آنان است و از دوزخ خارج نتوانند شد؟,باورهای دینی
83022,عرضه اعمال خدمت امام عصر(عج) معتبر است و با ستاریت خداوند چگونه سازگار می‌شود؟,باورهای دینی
83121,با سلام وخسته نباشید .آیا دعا میتواند سرنوشت وتقدیر انسان ویا خواست خدا را تغییر دهد؟اگر نه پس هدف اصلی از دعا هنگام مشکلات چیست؟,باورهای دینی
83124,با سلام و تشکر .آیا دعا میتواند سرنوشت وتقدیر ما ویا خواست خداراهم عوض کند.اگر نه پس چرا هنگام سختی و مشکلات باید دعا کرد؟,باورهای دینی
83212,اعتقاد مسیحیان در مورد وحیانی بودن انجیل چیست؟,باورهای دینی
83221,عقیده مسیحیان در مورد نگارش کتابهای مقدس چیست؟,باورهای دینی
83224,چرا در تشیع عبادات بدون پذیرش ولایت قبول نیست؟,باورهای دینی
83228,نظر اسلام درباره رهبانیت چیست؟,باورهای دینی
82670,اگر ابلیس از ملائکه نبود، فرمان خدا چگونه شامل او شد؟,باورهای دینی
82675,بعد از مرگ انسان جسم او چه میشود و علاوه بر معاد روحانی معاد جسمانی هم وجود دارد؟ به چه صورتی؟,باورهای دینی
82676,لطفا آیاتی که صراحتا به صبر، امیدواری، استقامت در جهاد فی سبیل الله، رفع فتنه و پاداش جهاد اشاره دارد را معرفی نمایید؟,باورهای دینی
82681,آیا قبل آدم و حوا انسانهایی بودند؟ بعد قیامت آدمهای دوره ما انسانهای دیگری می آیند؟ در کجا زندگی می کنند در صورتی که زمین نابود شده؟ قیامتشان متفات است؟ برای آن دوره آدمها همین امامان حجتند؟ چگونه؟( با سند),باورهای دینی
82685,آیا این سخن درست است که: ائمه اطهار باید ما را بطلبند تا به حرم آنها مشرف شویم؟,باورهای دینی
82693,اگر قرار است همان اطاعت امام از ولی فقیه صورت بگیرد پس عصمت ائمه چه فایده ای دارد.حال آنکه به واسطه عصمت آنان است که اطاعتشان واجب و در طول اطاعت خداوند است. مگر آنکه بگویید ولی فقیه نیز معصوم است؟,باورهای دینی
82620,ازلی بودن خدا یعنی چه؟,باورهای دینی
82626,«جَاءَ حِبْرٌ مِنَ الْأَحْبَارِ إِلَى أَمِیرِ الْمُؤْمِنِینَ ع ... فَقَالَ یَا أَمِیرَ الْمُؤْمِنِین أَ فَنَبِیٌّ أَنْتَ فَقَالَ وَیْلَکَ إِنَّمَا أَنَا عَبْدٌ مِنْ عَبِیدِ مُحَمَّدٍ ص ... : دانشمندی یهودی نزد امیرالمومنین آمده پرسید یا امیر المومنین آیا تو پیامبری؟ امام (ع) فرمودند: وای بر تو من فقط بنده (زیردستی) از بندگان محمّدم. » (الکافی ،ج۱ ،ص۸۹),باورهای دینی
82634,**ما هي الصفات التي يتميز بها المهدي؟**,باورهای دینی
82635,ما هي الصفات التي تميز ظهور الإمام المهدي (عج)؟,باورهای دینی
82636,با عرض سلام چرا در خصوص خواص خواندن سوره دهر چنین امده؟ برای کسی که سوره دهر را در هر روز پنجشنبه بخواند و به این عمل مداومت داشته باشد خداوند در بهشت به او 800 حورالعین باکره و 4000 حورالعین ثیب اهداء میکند. تا جایی که یادم هست و شنیده ام همه اناس (خانمها) چه زمینی و چه حورالعین بهشتی باکره هستند و هر بار هم که با ایشان باشند باز هم باکره خواهند بود البته این شنیده من هست . اگر این گفتار که همه خانمهای بهشتی باکره باقی میمانند درست است پس 4000 حورالعین ثیب چیست؟ با تشکر,باورهای دینی
82644,"در اینجا چند مساله ی مرتبط به هم است که طرح آنها در کنار همدیگر سوال حضرت عالی را تکمیل کرده و جوابگویی را از جهاتی آسانتر می کند. لذا در این نامه سعی می شود به سوالات زیر پاسخ داده شود.
۱. خدا چرا می آفریند ؟
۲. خدا چرا این گونه آفریده است ؟
۳. خدا چرا انسان را آفرید؟
۴. چرا خدا همه را در عالیترین حدّ وجود و نیافریده است ؟
۵. چرا خدا تک تک انسانها را به جای پیامبر یا علی (ع) نیافرید؟
۶. چرا خدا برخی را سعادتمند و برخی را شقاوتمند آفرید؟
۷. چرا خدا انسان را به گونه ای نیافرید که گناه نکند ؟
۱. خدا چرا می آفریند ؟
خدا یعنی واجب الوجود.",باورهای دینی
82714,معاد و حیات پس از مرگ در دین زرتشت چگونه بیان شده است؟,باورهای دینی
82716,موعود و منجی در آیین زرتشت کیست؟,باورهای دینی
82718,نماد فروهر در آیین زرتشتی چیست؟,باورهای دینی
82719,نماز در آیین زرتشتی چگونه است؟,باورهای دینی
82721,شیوه برگزاری نماز در آیین زرتشتی چگونه است؟,باورهای دینی
82722,در مورد دین و آیین زروانی اطلاعاتی می خواستم.,باورهای دینی
82723,اعتقادات و آداب و رسوم زروان چیست؟,باورهای دینی
82728,آیا دلیلی وجود دارد که آب زمزم و خاک کربلا شفا است؟ آیا اینها خرافات  نیست؟,باورهای دینی
82738,اینکه میگن آدمی باید تو همه کار به خدا توکل کنه معناش اینه که از هیچ مخلوقی درخواستی نداشته باشه؟یا نه علاوه بر توکل از اسباب هم برای رسیدن به اهدافش استفاده کنه؟الان بنده یه کار واسم پیش اومده که با توکل به خدا کار رو شروع کردم حالا اگه برای پیشبرد کار از چند نفر کمک بخام آیا با توکل در تضاده یا خیر؟چون داریم که آزادی حضرت یوسف بدلیل درخواست غیر از خدا چند سال به تعویق افتاد،,باورهای دینی
82583,**ما هي المعجزات التي سيظهر بها الإمام الثاني عشر عند ظهوره لإثبات حقانيته وإتمام حجته على أعدائه ومنكره؟**,باورهای دینی
82585,ما هي الصفات والألقاب المذكورة التي تدل على غضب الله تجاه الكافرين والمجرمين، وكيف تتجلى هذه الصفات كجزء من عدله وحكمته؟,باورهای دینی
82586,"فرق کافر و منافق و مزدور و مشرک و مؤمن چیست؟
الف )پاسخ اجمالی:
‌ انسان یا با ظاهر و باطن خود دین را مى پذیرد (مؤمن)
یا با ظاهر و باطن آن را نمى پذیرد؛ چنین انسانى یا هم در ظاهر و هم در باطن دین را نفى میکند (کافر)
یا باطناً دین را انکار و ظاهر آن را مى پذیرد (منافق).
کسی که برای خدا همانندی قائل است(مشرک).
هر کس با هر عقیده ای به خاطر پول ومانندآن کاری انجام دهد (مزدور)
ب) پاسخ تفصیلی:
ایمان :
۱- از دیدگاه قرآن، ایمان امرى اختیارى است.",باورهای دینی
82588,آتش دوزخ و نعمت‌های بهشتی چه ویژگی‌های خاصی دارند و چگونه با تجربه‌های دنیوی متفاوت هستند؟,باورهای دینی
82591,آیا زمین قبل از خلقت انسان آفریده شده است؟ قبل از هبوط آدم، او در کجا زندگی می کرده است؟,باورهای دینی
82593,آیا اتصال به وحی، پیامبران را مجهز به علم غیب می‌کند و چگونه این علم غیب، در واقع از جانب خدا به آن‌ها داده می‌شود؟,باورهای دینی
82597,چرا پیامبر(ص) قبل از بیماری وصیت نکرد و آنرا ننوشت؟,باورهای دینی
82598,"چگونه توفیق در هر زمینه ای از زندگی آدمی سلب می شود ؟کیفر بی توفیقی در دنیا و آخرت چیست ؟
چگونه می توان با آن مقابله نمود یا از آن دوری جست ؟
ممنون",باورهای دینی
82533,بی‌ادعای هنگامى را که خداوند به عیسى بن مریم گفت متذکر نعمتى که بر تو و مادرت دادم باش، زمانى که تو را بوسیله روح القدس تقویت کردم که در گاهواره و به هنگام بزرگى با مردم سخن مى گفتى، و هنگامى که کتاب و حکمت و تورات و انجیل بر تو آموختم، و هنگامى که به فرمان من از گل چیزى بصورت پرنده مى ساختى و در آن مى دمیدى و به فرمان من پرنده اى مى شد و کور مادرزاد و مبتلا به بیمارى پیسى را به فرمان من شفا مى دادى، و مردگان را (نیز) به فرمان من زنده مى کردى، و هنگامى که بنى اسرائیل را از آسیب رسانیدن به تو باز داشتم در آن موقع که دلایل روشن براى آنها آوردى ولى جمعى از کافران آنها گفتند اینها جز سحر آشکار نیست.,باورهای دینی
82537,یک شخص سنی از من پرسید چرا آخر صلوات و آله اضافه می کنید؟ گفت باید به وسیله آیات قرآن مرا توجیه کنی! لطفا سریع جواب دهید چون ۱شنبه قرار است با او ملاقاتی داشته باشم و جوابش را بدهم بازهم میگویم که گفت بوسیله آیات خود قرآن!,باورهای دینی
82544,"نایب امام زمان ، مظلوم است...
یادداشت مدیر سایت مهدویت وظهور :",باورهای دینی
82546,**با توجه به توضیحات ارائه شده در مورد تقدیر الهی در ناحیه افعال اختیارى انسان، آیا می‌توان نتیجه گرفت که خداوند با فراهم کردن شرایط لازم از جمله اراده و انتخاب انسان، به تقدیر خود می‌رسد و در عین حال، اعمال انسان نیز به عنوان علت در تحقق این تقدیر نقش دارند؟**,باورهای دینی
82396,من یک دختر ۲۸ ساله هستم و به کمک خدا راه زندگی عوض شده و با خدا ارتباط خوبی دارم و این راه از لطف امام حسین (ع) توسط یک دوست خوب ایجاد شدکه به خودم و خدا قول دادم هر کس مثل خودم سر راهم قرار بگیره کمکش کنم.الان ۸ ماهه که با یک خانمی دوست شدم که فطرت بسیار پاکی داره و سعی کردم کمکش کنم اما خانواده اش با من سر جنگ برداشتن و شدیدا تحت فشار گذاشتنش که رابطه اش را با من قطع کنه شما به من بگید من با ایشان چه بکنم؟,باورهای دینی
82401,شما میخواهید بگویید که دینتان از همه بهتر است و دین ما زرتشتیان ناچیز است؟,باورهای دینی
82406,**ما هي فضائل صلاة جعفر؟**,باورهای دینی
82740,در کتبیه های ایران باستان و کتاب اوستای زرتشتیان، بزرگترین و آشکارترین خطاهای اعتقادی و عقلانی و آموزه های بد و غیر منطقی، کدام اند؟,باورهای دینی
82744,"**what are the three types of divine decree according to Shia beliefs, as mentioned in Ayatollah Khoei's *Al-Bayan*, and what is *bada* in the context of these decrees, according to the *Tafsir al-Bayan*?**",باورهای دینی
82746,**هل يعني هذا أن الله خلق الإنسان مختارًا بين الإيمان والكفر، وأن أفعاله الصالحة والسيئة تعود مباشرة إلى الإنسان، بينما لا ينسب إلى الله نفسه فعل الكفر أو الإثم؟**,باورهای دینی
82748,**ما هي وظائف المنتظرين وفقًا للكتاب؟**,باورهای دینی
82750,**مراتب شرک چیست؟**,باورهای دینی
82755,نظرات محققین در مورد توحید و یگانه پرستی در دین زرتشت چیست؟,باورهای دینی
82757,توحید و یگانه پرستی در متون زرتشتی چگونه است؟,باورهای دینی
82758,نظر محققین درباره ثنویت در دین زرتشت چیست؟,باورهای دینی
82649,بهشت آدم چگونه باغی در دنیا بوده و چرا رانده شد؟,باورهای دینی
82657,بعد از مردن انسان جسم او چه میشود؟و علاوه بر معاد روحانی معاد جسمانی هم داریم؟ توضیح دهید,باورهای دینی
82697,باسلام و خسته نباشید: آیا خداوند از سرنوشت انسانها آگاه است؟اگر هست آیا مختار بودن انسان نقض نمیشود؟و آیا سرنوشت او از پیش تعیین شده است؟,باورهای دینی
82705,با سلام بنده در حال تهیه مقاله ای برای سایت اینترنتی خودم هستم و نیاز به توضیحاتی پیرامون سنت بدا یا بداع (با عرض شرمندگی املا صحیح کلمه رو نمی دونم) یا امتحان الهی معصومین دارم ممنون می شم در صورت امکان همراه با ذکر منبع بنده را راهنمایی فرمایید www.lobnani.blogfa.com,باورهای دینی
82706,"در عصر غیبت کدام دعا را بخوانیم
کتاب بحار الانوار جلد۲ صفحه۱۴۹ روایتی را از امام صادق‌(ع) جهت نجات از شبهات مهدوی نقل کرده که برای منتظران ظهور آموزنده و نجات دهنده است.
روایت امام صادق‌(ع) از کتاب بحار الانوار رادر ادامه می خوانیم:",باورهای دینی
82709,چه تفاوت ها و شباهت هایی بین دین‌ زرتشت‌ با دین‌ اسلام‌ در مورد (جایگاه عذاب یا جهنم) وجود دارد؟,باورهای دینی
82710,تفاوت ها و شباهت های دین‌ زرتشت‌ با دین‌ اسلام‌ (جایگاه پاداش یا بهشت) چیست؟,باورهای دینی
82601,صراط مستقیم یعنی چه ؟ یعنی ولایت علی ؟,باورهای دینی
82603,سلام. من دو تا کتاب دارم که نمی دونم که تین کتا بها راسته یا نه؟ اولیش یک کتابیه که معجزات امامان رو نوشته.مثلا نوشته«گفتگو با دو جمجمه ی پوسیده توسط علی (ع)(بحارالانوار،ج1)» یا «امام سجاد توانستند پیرزنی را جوان کنند(امالی شیخ صدوق)». معجزه فقط برای پبا مبر هاست پس چطور میشه امام هم معجزه داشته باشه؟ مرکز پ,باورهای دینی
82605,ایا اعمال بدی که فرزندان انجام میدهند گناه ان در نامه اعمال پدر و مادر چه زنده و چه به رحمت خدا رفته اند ثبت میشود؟یعنی بدی ها و خوبی های فرزندان در نامه اعمال والدین (زنده و اموات) ثبت میشود؟بنده در خوابگاه دوستی دارم که در لپ تابش فیلم های غربی و غیراخلاقی زیاد داره و واقعا قدرت شیطان بسیار زیاده منم را هم داره بسمت خودش میشکه در صورتیکه من اصلا دنبال این مسایل نبودم لطفا کمکم کنید از شر این هم اتاقی خلاص بشم پسره بسیار خوش برخوردی هست اما این فیلم هاش روی من تاثیر میزاره و من حریف خودم نمیشم که نگاه نکنم,باورهای دینی
82617,شهید مطهری در آثار خود به چه نکاتی در مورد اراده و اختیار اشاره کرده است؟,باورهای دینی
82619,حساب وکتاب در یک روز وبرای همه اقوام وملل است ، یکی از نامهای قیامت یوم الجمع است، یعنی روزی که همه خلایق جمع می شوند، اما روز قیامت آیا مانند روزهای دنیا است؟و در این مورد که آیا این روز چقدر طول می کشد ؟,باورهای دینی
81453,زمان برزخ چه موقعی است ؟,باورهای دینی
81455,خداوند  در ذات و اسماء و صفات خویش مطلق است و هیچ نیازى به دیگران ندارد. چطور بهش میگیم خالق و آفریدگار هستى ؟,باورهای دینی
81456,پروردگارا ما را قدر دان اسلام و قرآن قرار بده، ما را قدر دان پیغمبر اکرم قرار بده، ما را قدر دان اهل بیت اطهار قرار بده، انوار محبت و معرفت خودت در دلهاى ما بتابان، انوار معرفت و محبت پیغمبر و آل پیغمبر در دلهاى ما قرار بده. اموات ما مشمول عنایت و رحمت و مغفرت خودت بفرما.,باورهای دینی
81457,آیا روایتی با سند قوی وجود دارد که در آن صریح گفته شده باشد خسوف در  شب 14 ماه رجب علامت سفیانی است یا خیر؟,باورهای دینی
81459,با عرض سلام. جرا خداوند متعال بعضی را فقیر بعضی را غنی زشت زیبا و... افریده. انکه در فقر و تنگدستی دیده به این جهان می گشاید تقصیرش چیست؟ با تشکر,باورهای دینی
81461,بسم الله الرحمن الرحیم بنده در طی تحقیقات به دنبال موضوع رجعت،  بخش حوادثی که هنگام رجعت پیش می آید بر خورده ام. که به دلیل محدودیت منابع مجبور به پرسش سوال از شما شدم .البته چون این تحقیق حالت تخصصی دارد تقاضا داشتم مطالب جامع و مقداری با جزئیات و البته در بعضی زمینه ها داری منبع ذکر شده باشد گفتنی است بنده حتماً عنوان خواهم نمود که توسط این آدرس متوجه این مفاهیم شدم. مثال: محل حکومت در این زمان، اوضاع اجتماعی مردم، احوال کافران و ستمگران و قسمت هایی از جنگهایی که رخ می دهد و... با تشکر اهمیت تحویل آن مقداری سریع است اما نه اینکه حق کسی ضایع شود .,باورهای دینی
81473,اگر این خاستگاه در اختیار ما نباشد ما سر از یک جمود گرایی در می آوریم.,باورهای دینی
80995,1)  با سلام.. من 22 سالمه،تو مقطع راهنمایی که بودم مرجع تقلیدمو بر اساس مرجع پدرم انتخاب کردم..بدون هیچ تحقیقی... مرجع ام آقای شیرازی می باشند...نمیدونم از چه راهی هم باید بفهمم که ایشون اعلم هستن ؟؟ آیا فرایض من اشتباه بودن؟از این به بعد تکلیف چیه؟باتشکر *********************************************************************,باورهای دینی
81003,چرا امامت به فرزندان امام حسن علیه السلام نرسیده است، اگر یک امر موروثی بود؟,باورهای دینی
81004,شیعیان و اهل سنت در چه مسائلی درباره مقام پیامبر اسلام و علی (ع) اختلاف نظر دارند و فیلمسازان شیعه این مقام را چگونه رعایت می‌کنند؟,باورهای دینی
81219,باسلا م چندين كتاب راجع به شبهه شناسي وپاسخ به شبهات معرفي نماييد.,باورهای دینی
81220,**ما هو التأثير الذي يتركه ذكر التوحيد في صلاة الإمام المهدي (عج) وزيارة وجوده المبارك؟**,باورهای دینی
81034,**what are the common themes found in non-Islamic religions regarding a future savior figure?**,باورهای دینی
81049,چگونه می‌توان دانش دینی را افزایش داد و به پرسش‌ها و شبهات پاسخ داد؟,باورهای دینی
68910,باند ترویج وهابیت در آبادان چگونه منهدم شد؟,دین و جامعه/سیاست
68916,مهدی بازرگان در دوران انقلاب اسلامی چه نقشی ایفا کرد و پس از تشکیل دولت موقت با چه چالش‌هایی روبرو شد؟,دین و جامعه/سیاست
68920,گفته می شود در جهان امروزی جهان بینی علمی برتری خودش را بر جهان بینی های دیگر اثبات کرده است. آیا این درست است؟,دین و جامعه/سیاست
68933,در خصوص جنگ رده توضیح دهید؟,دین و جامعه/سیاست
68946,ارزش دارد که انسان در مقابل ظلم بایستد. در مقابل ظالم بایستد و مشتش را گره کند و توی دهنش بزند و نگذارد که این قدر ظلم زیاد بشود، این ارزش دارد. ما تکلیف داریم آقا! این طور نیست که حالا که ما منتظر ظهور امام زمان(عج) هستیم، پس دیگر بنشینیم در خانه هامان، تسبیح را دست بگیریم و بگوییم عجّل علی فرجه. عجّل با کار شما باید تعجیل بشود. شما باید زمینه را فراهم کنید برای آمدن او و فراهم کردن این است که، مسلمین را با هم مجتمع کنید. همه با هم بشوید، ان شاءاللَّه ظهور می کند ایشان.,دین و جامعه/سیاست
68250,۱. کشورهایی چون ژاپن و چین ، را نباید جزء کشورهای پیشرفته به معنی واقعی کلمه دانست. چین یک ششم کلّ جمعیّت دنیا را به خود اختصاص داده است امّا سوال این است که به نسبت این جمعیّت عظیم ، چند درصد دانشمندان دنیا و کشفیّات دنیا را به خود اختصاص داده است. چین در گذشته های دور یکی از تمدّنهای بزرگ و از پیشروان علم بوده است امّا در عصر حاضر بیشتر مصرف کننده ی علم است و در آن تولید علمی و فلسفی بسیار ناچیز است. عمده ترین رشد چین در صنعت فضایی و اتمی است که اطلاعات  هر دو را در جنگ دوم جهانی از آلمان نازی سرقت کرده است.,دین و جامعه/سیاست
68253,**هل يجب على العلماء المتعهدين والمطلعين إجراء توعية إذا حدث ذلك، حتى لو قاوموا هذه التنويرات باسم الدين، فلا يجب التراجع، بل يجب دفع ثمن هذه التنويرات؟**,دین و جامعه/سیاست
68254,دکتر مصدق که بود و دارای چه تفکراتی بود؟,دین و جامعه/سیاست
68256,با توجه به فرمایشاتی که مقام معظم رهبری دارد آیا ایشان در امور قوا دخالت نمی کند؟,دین و جامعه/سیاست
68265,دیدگاه آیت الله جوادی آملی درباره زن چیست؟,دین و جامعه/سیاست
68268,سیر تحولات جنبش فمنیسم چیست؟,دین و جامعه/سیاست
68270,چه نقدهایی بر فمنیسم وارد است؟,دین و جامعه/سیاست
68272,تفاوت جنبش و نظریه فمینیسم در ایران و جهان چیست؟,دین و جامعه/سیاست
68274,نظریه پدرسالاری در جنبش فمنیسم چیست؟,دین و جامعه/سیاست
68275,**آیا تمرکز هالیوود بر بال و پر دادن به فرقه های جادویی نشان از طرح جهانی غرب برای «دین واحد آینده» است که بر محوریت جادوگری استوار است؟**,دین و جامعه/سیاست
68864,انقلاب اسلامی ایران از همان بدو امر خود را در تقابل با نظام بین‌المللی یافته است که این تقابل همچنان ادامه دارد. به‌عبارت دیگر، در مجموع ساختارهای متفاوت بین‌المللی اعم از ساختار مادی، نهادها و انگاره‌ها، تلاش در محدودسازی انقلاب اسلامی ایران داشته‌اند. این واقعیت که انقلاب اسلامی ایران از همان ابتدا بر نفی قدرت‌های مسلط و دفاع از مصالح اسلامی بنیان نهاده بود، چاره‌ای از تعارض ماهوی با سیستم الحادی و تسلط‌جوی حاکم بر نظام بین‌المللی پساوستفالیایی باقی نمی‌گذاشت. در مجموع، انقلاب ایران توانست در شرایطی نشو و نما کند که حمایت چندانی از سوی دیگر واحدهای سیاسی متوجه‌اش نبود. این امر اگرچه مشکل بود اما در مجموع هزینه‌ای بود که باید برای استقلال و هویت مستقل پرداخت می‌شد و حتی اکنون نیز پرداخت می‌شود.,دین و جامعه/سیاست
