_id,question.text.fa
9228,شخصى منزلى را اجاره کرده است؛ اما از پارکينگ خانه به منظور انبار کردن اجناس به منظور فروش استفاده مى‌نمايد، آيا شرعا جايز است؟
9229,اگر ضمن عقد اجاره شرط شود که مبلغ اجاره با تورم سطح زندگى به تناسب افزايش يابد، چه وجهى دارد؟
9230,در حياط مشترک ميان صاحب خانه و مستأجر آيا در نبود صاحب خانه، مستأجر مى‌تواند از حياط و ديگر امکانات خانه استفاده کند؟
9231,اگر شخصى منزلى را اجاره کند و پس از مدتى فوت کند، در صورتى که وصيت نکرده باشد، آيا بدهى بقيه اجاره به عهده همسرش است يا از اصل مال برداشته مى‌شود؟ و آيا بعد از مرگ مستأجر ورثه مى‌توانند اجاره را فسخ کنند؟
9232,در همسايگى ما، مؤسسات يا مدارسى محلى را اجاره کرده‌اند و باعث آزار و اذيت همسايگان مى‌شوند و به تذکرات ديگران هم اهميت نمى‌دهند، چه بايد کرد؟
9233,آيا کسى که قرآن مى‌خواند و اجرت مى‌گيرد مى‌تواند چند ختم قرآن کند و اگر کسى آمد و از وى ختم قرآن يا نماز يا روزه خواست بگويد مثلاً چند روز پيش يک ختم قرآن کردم و يا يک سال نماز و روزه را که قبلاً انجام داده‌ام به کسى هبه نکرده‌ام، ثواب آن را به فرد مورد نظر شما هبه مى‌کنم و طرف مقابل هم قبول کند و اجرت آن را هم بدهد، آيا صحيح است؟
9234,آيا موجر مى‌تواند کرايه يک سال يا دو سال را مطالبه کند؟ و آن‌چه اکنون متداوّل است که در پايان ماه کرايه را مى‌پردازند، آيا خلاف ضوابط شرعى نيست؟
9235,اموالى به فردى فروخته شده است و تحويل داده شده است تا سند در آينده رسما به نام خريدار انتقال يابد، آيا فروشنده مى‌تواند در اين فاصله بين فروش عادى تا انتقال سند رسمى، شرعا اجاره‌اى با خريدار منعقد نمايد و اجاره طلب کند؟
9236,فردى منزلى را به مدت ١۵ سال اجاره کرده و اجاره نامه رسمى هم تنظيم شده است، ولى بعد از فوت موجر، وارث او ادعا مى‌کند که موجر سفيه بوده و اجاره باطل است، اين مسأله چه حکمى دارد؟
9237,بنده وکيل شخصى هستم، به اين صورت که صاحب کار پولى را به عنوان دستمزد براى کارگران به بنده مى‌دهد، ولى بنده به کارگران، کمتر از آن مبلغ مى‌دهم و بقيه آن را براى خودم بر مى‌دارم، آيا جايز است؟
9238,اگر کسى خانه‌اى را اجاره کند و بعدا متوجه شود صاحب خانه آن خانه يا قسمتى از آن را با پول ربا خريده است، وظيفه چيست؟
9239,آيا ادامه‌ى کسب پس از انقضاى مدت اجاره مغازه يا پاساژ يا هر محل کسب ديگرى، شرعا جايز است؟
9754,اگر زن و شوهر بعد از جدايى، حق حضانت فرزندانشان را به ديگرى يا شخص ثالثى واگذار کنند، آيا بلافاصله بعد از واگذارى يا بعد از گذشت مدتى، مى‌توانند از حرف خود بازگردند؟
9755,فرزندى که با استفاده از تلقيح مصنوعى در دستگاه، پرورش يافته متعلق به کيست؟
9756,در صورت طلاق والدين، بر اساس چه شرايط و مصالحى حضانت فرزندان به  يکى از آن دو سپرده مى‌شود؟ اگر حضانت به مادر سپرده شود، آيا بر شوهر لازم است که نفقه فرزندان را بدهد؟ حضانت فرزندان تا چه سنى بر عهده‌ى والدين است؟
9757,حضانت فرزندانى که از طريق نامشروع به دنيا مى‌آيند، بر عهده‌ى چه کسى مى‌باشد؟
9758,زوجه‌اى علاوه بر بذل تمام يا مقدارى از مهريه، حضانت بدون نفقه يا با نفقه‌ى فرزندان دختر بالاتر از هفت سال خود را به عهده مى‌گيرد؛ ولى بعد از طلاق از حضانت و نگهدارى اطفال امتناع مى‌ورزد. در اين مورد آيا دادگاه مى‌تواند زوجه را به حضانت از فرزندان دختر الزام کند و يا اين که حضانت به زوج منتقل مى‌شود؟
9759,آيا ولىّ قهرى اطفال بعد از فوت پدر آن‌ها مى‌تواند از حضانت آن‌ها توسّط مادرشان به علّت ازدواج بعدى مادر و يا هر علّت ديگر ممانعت به عمل آورد؟
9760,آيا اگر عمل به حقّ الحضانه، مستلزم عسرو حرج فوق‌العاده نسبت به ديگرى باشد ـ مثل اين که گرفتن فرزند از مادر بعد از دو سال و ردّ به پدر باعث مشقّت خوف عقلايى خطرناک و غير قابل تحمّل براى مادر باشد، که اين مشقّت اضافه بر اصل مشقّت فراق است که معمولاً متوجّه مادر مى‌شود ـ و يا عمل به حقّ‌الحضانه باعث فساد و انحراف اخلاقى و تربيتى کودک باشد، در اين صورت باز حقّ حضانت ثابت است يا به حکم حرج و فساد ساقط مى‌شود؟
9761,پس از فوت پدر، آيا مادر در قبال حضانت فرزندان صغير مى‌تواند از جدّ پدرى  مطالبه‌ى اجرت کند؟
9762,زنى که شوهرش ـ به اتّفاق نظر دکترها ـ عقيم است، در اثر زنا حامله شده و زانى منکر ولد است. آيا به قاعده الولد للفراش، ولد ملحق به زوج است؟
9763,شخصى بچّه‌اى سر راهى را بزرگ مى‌کند، بعد از مدّتى زن و مردى آمده و اظهار مى‌دارند که کودک بچه‌ى آن‌ها بوده است و آن فرد انکار مى‌کند. آيا مى‌توان بدون بيّنه کودک را گرفته و به زن و مرد مدّعى داد؟
9764,آيا ولد شبهه يا ولد زنا با ساير اولاد، از نظر محرم و نامحرمى و توارث فرق دارند؟
9765,مردى با يکى از محارم نسبى خويش عنفا زنا کرده است، آيا فرزند متولد شده از آنان نسبت به مادر، ولد شبهه حساب مى‌شود يا خير؟
9766,بچّه‌اى که از زنا متولّد شده، آيا به زانى داده مى‌شود يا به زانيه؟
9767,اينجانب نوزادى را به عنوان فرزندى گرفته و او را حسين نام‌گذارى و به همين اسم شناسنامه گرفته‌ام، در صورتى که پدر و مادر کودک معلوم نيست، از نظر شرع مقدّس اسلام چه صورتى دارد؟
9768,آيا منظور از رعايت غبطه، غبطه‌ى واقعى است و يا آن چه که ولىّ، غبطه تصوّر مى‌کند، هر چند در حقيقت بر خلاف غبطه باشد، همان غبطه محسوب مى‌شود؟
9769,طفلى پس از بلوغ، رشيد نشده است و نياز به سرپرستى دارد، چه کسى سرپرست او است؟
9770,آيا مى‌توان بچه را براى يادگيرى تنبيه کرد؟
9771,نهى وارد شده درباره اين که اسم فردى به نام مقدس حضرت رسول  ـ صلّى‌اللّه‌عليه‌وآله‌وسلّم ـ و کنيه‌اش کنيه آن حضرت ـ صلّى‌اللّه‌عليه‌وآله‌وسلّم ـ باشد، چه نوع نهى‌اى است؟
9772,اگر کودکى که از دنيا رفته، در زمان حيات آسيبى به کسى وارد کرده است، آيا خانواده او بايد از آن شخص حلاليت بطلبند؟
9773,زنى را عقد کرده‌اند، پس از ازدواج معلوم شد که حامله است، حکم مسأله را بيان کرده و بفرماييد که ولد ملحق به کيست؟
9774,خاله‌اى دارم که با مادرم از يک پدر نيست و خواهر اصلى او حاضر به نگهدارى از او نيست. کدام يک از اين‌ها در نگهدارى او در اولويت هستند؟
9775,در صله‌ى رحم نسبت قُرب و بُعد ارحام بر چه ملاکى استوار است و آيا تلفن کردن براى صله رحم کافى است؟
9776,در چه صورتى قطع رحم جايز است؟
9777,براى دورى از غذاهاى شبهه‌ناک، آيا لازم است قطع رحم کنيم يا نه؟
9778,آيا انسان مى‌تواند براى حفظ ايمان خود با ارحام قطع رحم نمايد؟
9779,آيا قطع رحم براى فرار از غيبت و گناه جايز است؟
9780,صله رحم با ارحامى که درآمد نامشروع دارند، چه حکمى دارد؟
9781,معاشرت و رفت و آمد با افرادى که نماز نمى‌خوانند، چه حکمى دارد؟
9782,پسر عمويى دارم که اهل دروغ و ساير اوصاف رذيله‌اى است که بى‌ايمانى او را اثبات مى‌کند، آيا رابطه با او صحيح است يا نه؟
9783,حکم رفت و آمد و صحبت کردن با فاميل‌هايى که حجاب را رعايت نمى‌کنند، چيست؟
9784,حکم صله رحم و تصرف در مال و غذاى حرام اقوام چيست؟
9785,ازدواج موقّت از نظر اسلام چه حکمى دارد؟
9786,آيا براى مردى که همسر دايم دارد، ازدواج موقّت جايز است؟
9787,اگر پدر تا بيست يا سى سال دختر خود را تزويج نکند و دختر هم بخواهد با کفو شرعى خود صيغه کند، آيا اذن پدر لازم است يا خير؟
9788,آيا دختر باکره‌اى را که بالغ و عاقل و رشيده است، بى‌اذن پدر او مى‌توان  متعه کرد؟
9789,زنى که در اثر زنا يا پريدن، بکارتش از بين رفته باشد، آيا براى ازدواج موقّت اجازه گرفتن از پدرش لازم است يا خير؟
9790,آيا صيغه خواندن براى دختر باکره بدون اطلاع خانواده‌اش صحيح است؟ صحبت کردن آن‌ها با هم‌ديگر چه حکمى دارد؟
9791,آيا ازدواج موقت با دخترى که بکارتش از راه غير شوهر کردن از بين رفته است، نياز به اذن پدر دارد؟
9792,در عقد موقت آيا به صرف گفته‌ى دختر که «پدر او راضى است»، نيازى به گرفتن پاسخ پدر هست يا خير؟
9793,اگر در ازدواج موقت با دختر باکره بالغه و رشيده، ـ که فقط به منظور رابطه‌ى متعارف شغلى و... باشد، نه مسايل زناشويى ـ ، آيا اجازه ولىّ او شرط است؟
9794,دخترى بالغ ـ که قبلاً توسّط زنا ازاله‌ى بکارت شده است و خانواده‌ى او مطّلع نمى‌باشند ـ تمايل به متعه با مرد مسلمانى را دارد. لکن حاضر به مطّلع کردن خانواده نيست و مرد مُصرّ به اذن از ولى است و از طرفى احتمال دارد که در پنهانى به زنا بيفتد. آيا بدون اذن، عقد موقّت وى جايز است؟
9795,پدر به دختر اذن ازدواج دايم داده، آيا مى‌تواند عقد انقطاعى کند؟
9796,اگر پدر دختر باکره‌اى فوت کرده باشد، مى‌توان او را صيغه نمود؟
9797,آيا ازدواج موقت مرد به نفع جامعه است يا باعث متلاشى شدن جامعه مى‌گردد؟
9798,عقد موقّتى واقع شده است که به جهت جهل به مسأله يا فراموشى، مدّت و مهر را مشخّص نکرده‌اند و جماع واقع شده است، حکم قضيه چيست؟
9799,خانمى دختر نابالغ خويش را براى مدّت دو روز براى مردى صيغه مى‌خواند. آيا بعد از اتمام زمان صيغه به طور دايمى براى اين خانم محرم است يا خير؟
9662,گاهى افردى که صاحب فرزند نمى‌شوند، دخترى يا پسرى از پرورشگاه مى‌گيرند. آيا راهى براى محرم شدن او بر پدر و مادرخوانده وجود دارد؟
9663,آيا دختر خوانده به پدر، دايى، عمو، برادر محرم است و يا شوهر دختر خوانده به مادر خانم محرم مى‌شود؟
9664,شانزده سال پيش بچه‌ايى را به فرزندى قبول کرديم، اکنون او به بلوغ رسيده  است، خواهر و مادر خوانده از نظر پوشش چه کنند؟ با توجه به اين که از نظر روحى به او ضربه وارد نشود.
9665,دخترى را از پرورشگاه گرفته و او را بزرگ کرده‌ام. حال حدود ٧، ٨ ساله است. آيا براى محرم شدن مى‌توانم براى پسرم عقد کنم يا نه؟
9666,همسر برادر شامل محارم انسان نمى‌شود، اگر شخص بخواهد در برخوردهايى که با او دارد مشکلى نداشته باشد، آيا راهى براى محرميت بين آن دو وجود دارد؟
9667,آيا فرزندان پسر به زن پدر محرم هستند؟
9668,صيغه برادرى در اسلام آيا مانعى در ازدواج خواهر با طرف مقابل ايجاد مى‌کند و سبب محرميت مى‌گردد؟
9669,آيا ناپدرى مادرم بر من و مادرم محرم است؟
9670,آيا عموهاى ناتنى که مادرشان مادربزرگ من است و شوهر دوم مادربزرگ‌ام و فرزند شوهر دوم او، بر ما محرم هستند؟
9671,آيا فرزندان شوهر به زن فعليش محرم هستند؟
9672,آيا زن پدر و بستگان نسبى او با من محرم هستند؟
9673,پدرى دختر بالغ خود را به عقد موقت مردى به صورت فضولى درآورده و پس از انقضاىِ مدّت، دختر عقد را اجازه مى‌کند. آيا براى حصول محرميّت مادر دختر، همين مقدار کافى است؟
9674,آيا مردى که مى‌ميرد همسرش به او نامحرم مى‌شود؟
9675,آيا مى‌شود بين دختر و پسر نامحرم صيغه خواهر و برادرى خواند؟
9676,زنى که همسرش فوت کرده است، با همسر خواهرش به صورت پنهانى براى مدتى روابط نامشروع داشته‌اند، آيا اين عمل موجب حرمت ابدى همسر اين مرد بر او مى‌شود يا موجب حرمت ابدى خواهر بر اين مرد مى‌شود؟
9677,آيا ازدواج پدر داماد با کسانى که به سبب ازدواج با داماد محرم مى‌شوند، جايز مى‌باشد؟
9678,مردى از همسرش جدا شده و همسر او بعد از گذشت عدّه ازدواج کرده و صاحب اولاد گشته است، آيا اين مرد مى‌تواند دختر همسر سابقش را براى خود يا پسرش بگيرد؟ در صورت برعکس شدن مسأله، آيا زن مى‌تواند با پسر او در فرض شوهر نداشتن، ازدواج کند؟
9679,آيا بعد از جدايى زوجين، رابطه‌ى آن‌ها با کسانى که به سبب ازدواج با آن‌ها محرم شده بودند، باقى مى‌ماند؟ در صورتى که مادر زن يا پدر شوهر دوباره ازدواج کنند، محرميت باقى است يا خير؟
9680,زن و مردى که با داشتن اولاد، با يکديگر ازدواج مى‌کنند آيا دخترها و پسرهايى که از همسر اوّل خويش دارند، بر ديگرى محرم هستند؟ اگر مرد، همسر اولش در نکاح او باشد، پسران او بر همسر دوم مرد محرمند يا خير؟ دامادهايى که هر کدام دارند آيا بر ديگرى محرمند يا خير؟
9681,آيا زوجه‌ى پسر دختر شخص با او محرم است؟
9682,خاله‌هاى بنده فقط از طرف پدرشان با مادرم خواهر هستند، ولى از طرف مادر  يکى نيستند. آيا آن خاله‌ها براى من محرم هستند؟ و هم چنين خانمى که با مادرم صيغه‌ى خواهرى خوانده است، براى من محرم است يا خير؟
9683,مردى داراى دو زن است و از هر زنى چند دختر دارد و تمام دخترها را شوهر داده است. آيا شوهر آن دخترهاى زن اوّلى به زن دوّمى مرد، و يا شوهر آن دخترهاى زن دوّمى به زن اوّلى مرد محرم هستند؟ و آيا نوه‌هاى زن اوّلى بر زن دوّمى مرد و هم چنين نوه‌هاى زن دوّمى بر زن اوّلى مرد محرم مى‌باشند؟
9684,زناى در عدّه عقد موقّت چه حکمى دارد؟ آيا موجب حرمت ابدى مى‌شود؟
9685,آيا مادر زن دوّم به پسر زن اوّل محرم است؟
9686,آيا ربيبه که بر شوهر زن محرم است، بر پدر شوهر هم محرم است؟
9687,آيا پدر رضاعى شوهر بر زن محرم است و مانند پدر شوهر نسبى است؟
9688,مردى داراى دو عيال مى‌باشد و از يک عيال دخترى دارد، آيا شوهر اين دختر به عيال دوّم محرم است؟
9689,هر گاه مردى با زنى ازدواج کند و او از شوهر قبلى داراى دخترى باشد و به حدّ بلوغ برسد، آيا بر اين مرد محرم است؟
9690,مردى دو زن دارد، دختر زن اوّل خودرا که دختر خودش نيز هست، به عقد برادر زن دوّم خود درمى آورد. آيا صحيح است؟
9691,آيا زن پدر محرم انسان است، در صورتى که زن جوان هم باشد؟ مادرزن پدر چه طور؟
9692,معمولاً خانواده‌ى عروس بعد از عقد و عروسى، براى دخترشان هدايايى مى‌برند. پس از جدا شدن اين عروس و داماد يا مرگ عروس اين هدايا متعلّق به چه کسى است؟
9693,جهيزيه زنى بعد از متارکه‌ى زندگى، مدتى در منزل شوهر بوده است. حال هنگام تحويل ادّعا مى‌کند مقدارى از جهيزيه کم شده است، ولى شوهر مى‌گويد: من به آن دست نزده‌ام و اگر کم شده خود زن يا اقوام او برده‌اند. قول کدام يک مقدّم است؟
9694,پولى که پدر دختر از داماد جهت جهيزيه‌ى دخترش مى‌گيرد، در صورتى که از جهيزيه زياد بيايد، آيا براى پدر دختر حلال است؟
9695,اگر بعد از واقع شدن عقد، زن و شوهر در دوام و انقطاع ازدواج اختلاف نظر پيدا کنند، ازدواج آن‌ها چه صورتى پيدا مى‌کند؟
9696,در مواردى که نکاح فسخ مى‌شود، آيا مى‌توان به بازگرداندن هدايا و پولى که هزينه شده اقدام نمود؟
9697,زنى پس از فوت همسرش، با مرد ديگرى ازدواج نموده است، به ياد آوردن همسر اولش، صدقه دادن براى او و رفتن بر سر مزار او، چه حکمى دارد؟
9698,اگر زنى به علت آزار و اذيت‌هايى که شوهرش نسبت به او روا داشته است اقدام به خودسوزى کند، آيا هزينه‌ى درمان او بر عهده شوهر است؟ اگر آتش‌سوزى به دليل ديگرى باشد، بر عهده چه کسى است؟
9699,در مسافرت‌هايى که بيش از يک سال به طول مى‌انجامد، اگر در سفر شوهر،  همسر او داراى اولاد شود و اهل ايمان و عفت باشد، مرد نيز بچه را از خود نفى کند، آيا فرزند ملحق به پدر است و احکام فرزندى بر او مترتب مى‌شود يا خير؟
9700,اگر بعد از ازدواج، پدر و مادر زن به دلايلى مانند بى‌کار بودن داماد يا نداشتن خانه و... براى مدتى طولانى بين آن دو جدايى بياندازند، شوهر در اين جا چه تکليفى دارد؟
9701,وسايلى که قبل از ازدواج توسط شوهر خريدارى شده و به خانه زن فرستاده مى‌شوند و جزو جهيزيه او محسوب مى‌شوند، مالک اصلى آن‌ها چه کسى مى‌باشد و آيا قول زن مبنى بر مالکيت آن‌ها مورد قبول است؟
9702,"اگر شوهر فوت کند، جهيزيه‌ى زن که ديگر جزيى از زندگى آن‌ها شده بود، جزو «ما ترک» او محسوب مى‌شود يا خير؟

اگر زن فوت کند چه حکمى دارد؟ آيا ورّاث مى‌توانند در آن‌ها تصرف کنند؟"
9703,زن و شوهر غير مسلمان که در آن واحد با هم مسلمان شوند، آيا بايد صيغه عقد نکاح را جارى کنند؟
9704,در صورتى که پسر و دختر در ازدواج با همديگر رضايت نداشته باشند و با حاکم شدن نظر پدر و مادر به عقد هم درآيند و بعد از مراسم عقد و عروسى به خاطر عرف مردم به چنين ازدواجى رضايت دهند، آيا اين ازدواج مشروع است يا خير؟
9705,اگر مقدّمات عقد ازدواج قانونى فراهم نباشد، آيا مى‌توان شرعا عقد شرعى نمود؟
9706,همسر اينجانب مبتلا به اختلال حواس و روان است و قدرت شعورو تشخيص را از دست داده است، به همين دليل، چندى قبل بر اثر تصادف، تعادل جسمانى خود را نيز از دست داده است. اکنون قريب دو سال است که هيچ خبرى از ايشان نيست و به تمام مراکزى که احتمال مى‌رفت مراجعه کرده‌ام. هيچ‌گونه آثارى از ايشان به دست نيامده است و براى من يقين حاصل شده که وى در قيد حيات نيست، آيا مى‌توانم ازدواج نمايم؟
9707,زنى شوهرش در دفاع مقدّس مفقودالاثر شده و از قراين و امارات، علم به شهادت زوج پيدا کرد و شوهر نمود اما پس از پايان جنگ تحميلى، شوهرش از اسارت برگشت، وظيفه‌ى اين زوجه چيست؟
9708,عقدنامه بايد نزد چه کسى باشد؟ خانواده‌ى عروس يا نزد خود داماد؟
9709,در بحث محلّل، صرف دخول کفايت مى‌کند يا هر دو بايد ارضا شوند؟
9710,منظور از عدالت ميان همسران چيست؟
9711,آيا اداى وعده به زن واجب است؟
9712,حکم ازدواج دوقلوهاى به هم چسبيده را بيان فرماييد؟
9713,"آيا شوهر مى‌تواند در مقابل ديگران، عيوب زنش را بگويد و او را تحقير کند، اگرچه به شوخى باشد؟

) در صورتى که زن ناراحت شود؟

) در صورتى که زن ناراحت نشود؟"
9714,آيا شرعا مى‌شود روى حرف زنان بى‌بند و بار، در پاک بودن از حيض و نداشتن شوهر و انقضاى عدّه حساب کرد؟
9715,پدرى در غياب فرزندش که در سفر خارج بوده، دخترى را به عقد او در مى‌آورد و پس از يک سال براى روشن شدن وضعيّت دختر، فرد مذکور به خارج سفر مى‌کند و موضوع را با پسرش در ميان مى‌گذارد. پسر نه جواب مثبت داده و نه جواب منفى و فعلاً هم معلوم نيست پسر مذکور در کدام کشور است. آيا عقد صحيح بوده است؟ در صورت صحّت، آيا فضولى است؟ و بر فرض فضولى، آيا پدر حقّ فسخ دارد؟
9716,آيا به خنثاى مشکل، عنوان زن (مؤنث) اطلاق مى‌شود يا مرد؟
9717,مردى با خنثاى مشکل ازدواج کرده و از دُبُر با او وطى کرده است، پس از آن متوجه شده است. آيا اين ازدواج صحيح است؟
9718,اگر ميتى ـ فرضا با دعا يا اعجاز و خرق عادت ـ زنده شود، آيا زوجه‌اش بر  وى حلال است؟
9719,صيغه‌ى عقد دايم جارى شده و عاقد مى‌گويد: با وکالت از زوج بوده است و دو شاهد هم حاضر بودند. ولى زوج مى‌گويد که عقد باطل است، زيرا من از مجلس بيرون رفتم و دختر را عوض کرده بودند و صيغه بدون وکالت و رضايت من جارى شده است. زوج شهادت شهود را هم قبول ندارد. آيا قول وى پذيرفته مى‌شود؟
9720,اگر بدانيم زوجه‌ى فردى بر او حرام است، ولى خودش به جهت جهل به حکم نمى‌داند، آيا واجب است وى را آگاه کرد؟
9721,مردى زوجه‌اش را کتک و افتراهاى فراوان ناموسى و حيثيّتى مى‌زند. زوجه در اثر  ضربات، بى‌هوش مى‌شود. چند ساعت پس از درمان پزشک، به هوش مى‌آيد. زوج، با ميل و اراده خود، وى را به منزل پدرش مى‌برد و تا شش ماه وى را رها مى‌کند و هيچ تماسى جهت درخواست مراجعت نمى‌گيرد. تنها مى‌گويد زوجه بايد بدون قيد و شرط به منزلم بازگردد. آيا خوددارى زوجه از مراجعت به منزل شوهر، در فرض عدم امنيت جانى و مالى و ناموسى، نشوز محسوب مى‌شود؟
9722,به اصرار پدرم در هفت سالگى به عقد ازدواج دايم پيرمردى درآمدم. آن موقع در اين باره هيچ خبر نداشتم، حالا که بالغ شدم، پدر و مادر با زور و اکراه به خانه شوهرم مى‌فرستند. من هميشه به پدر و مادرم مى‌گفتم: من اصلاً نمى‌دانم عروسى من کى انجام شده و شوهرم را تا به حال نديدم. ولى از آغاز عقد و پس از بلوغ اصلاً بر اين نکاح رضايت نداشته‌ام و مصلحت عقلايى هم در اين نکاح نيست. حکم شرع مقدس اسلام درباره صحّت عقد مذکور چيست؟
9723,اگر زن در قبال بذل مالى ـ که متعلق به او است ـ به مرد، از او بخواهد که ازدواج مجدد نکند، اين شرط صحيح است؟ اگر مرد بعد از قبول شرط به آن عمل نکند، نسبت به مالى که دريافت کرده چه تکليفى دارد؟
9724,در صورتى که فتواى مرجع تقليد زن و مرد مختلف باشد، وظيفه چيست؟
9725,فرزندى که به وسيله‌ى لعان از الحاق به پدر نفى شده است، آيا مى‌تواند با کسانى که قبل از نفى (لعان) محرم بوده، ازدواج کند؟
9726,در صورتى که تخمدان زنى را به ديگرى پيوند دهند و اين پيوند موفقيت‌آميز باشد، فرزندانى که از اين زن متولد مى‌شود متعلق به صاحب تخمدان است يا به زن دوم؟ مسأله محارم شوهر و زن اوّل و دوم و محارم فرزند چگونه است؟
9727,پدر، دختر نابالغى را به عقد کسى درآورده است. دختر بعد از بلوغ مى‌خواهد با شخص ديگرى ازدواج کند و پدر هم راضى است. قبل از فسخ عقد اوّل با شخص دوّم ازدواج کرده است و دخول هم صورت گرفته است، وظيفه چيست؟
9728,اگر مراد و منظور از باکره بودن عدم ازاله‌ى بکارت و وجود آن مى‌باشد، پس زنى که چه به صورت اختيار همسر و چه به صورت خلاف شرع ازاله‌ى بکارت شده است و يا سابقه‌ى نزديکى با مرد را دارد، در صورتى که به طريق پزشکى بتواند پرده‌ى بکارت را ترميم کند، آيا از نظر ازدواج و مهريه،... مشمول زن باکره خواهد شد؟
9729,در مواردى اتفاق افتاده است که دختر و پسرى در زمان عقد با يکديگر روابط زناشويى داشته‌اند، ولى شب عروسى، پسر ادعا مى‌کند که عروس باکره نيست و او را رها مى‌کند و به سراغ زن ديگرى مى‌رود، حکم شرعى در اين موارد چه مى‌باشد؟
9730,اگر بکارت زنى با عمل جراحى از بين رود، آيا اين موجب جواز فسخ نکاح مى‌شود؟
9731,اگر مردى در شب زفاف ادعا کند که خون خارج شده خون حيض است نه بکارت و زن آن را از بکارت خود بداند، تکليف چيست؟
9732,آيا از نظر شرعى، اظهار شفاهى يا کتبى زن در باکره نبودن خود براى عقد دايم يا متعه وى کفايت مى‌نمايد؟
9733,آيا فرزندان در صورت کار در خانه مى‌توانند ادعاى دست‌مزد يا سود کنند؟
9734,پدرى براى نام‌گذارى فرزندش، اسمى را نذر کرده و مادر، نام ديگرى را نذر نموده است، در اين رابطه چه دستور مى‌دهيد؟
9735,آيا بر پدر واجب است خواندن و نوشتن را به فرزندان خود ياد دهد؟
9736,اگر موقع نماز، پدرى با پسرش کار داشته باشد، وظيفه‌ى پسر چيست؟
9737,آيا براى جلوگيرى والدين از خلافى که مکرر انجام مى‌دهند و با هيچ راهى هم قانع نمى‌شوند، مى‌توان با خشونت با آن‌ها رفتار کرد؟
9738,آيا فرزند در برابر غذاى حرامى که پدر به خانه مى‌آورد، مسؤوليت دارد؟
9739,آيا بدون اطلاع پدر و مادر روزه مستحبى گرفتن، درست است، در حالى که اگر خبر داشته باشند، ممکن است راضى نباشند؟
9740,آيا رفتن به سينما بدون اجازه‌ى پدر، اشکال ندارد؟
9741,آيا در اهداى خون، اجازه‌ى پدر و مادر شرط است؟
9742,آيا قطع رابطه با مادر جهت افعال و رفتار آزار دهنده مادر، جايز است؟
9743,آيا پدر حق دارد تمام اموالش را به يکى از فرزندانش ببخشد، و يا ملک مشاع خود با فرزندانش را بفروشد؟
9744,هنگامى که پدر و مادر غيبت شخصى را مى‌نمايند، وظيفه فرزند در برخورد با والدين چيست؟
9745,آيا اذن پدر براى دانشجويان در مورد رفتن به نماز جمعه و جماعات و کلاس‌هاى تفريحى لازم است؟
9746,در چه صورتى مخالفت با پدر و مادر جايز است؟
9747,آيا تهيه جهيزيه بر پدر واجب است؟
9748,اطاعت از پدر و مادر، تا چه اندازه لازم است؟
9749,آيا براى بيرون رفتن از خانه، اجازه پدر براى دختر لازم است؟
9750,آيا پرستارى پدر در صورت نياز، بر اولاد الزامى است؟
9751,آيا برادر حق دارد که برادر يا خواهر خود را تنبيه کند؟
9752,بچه‌اى که از جاهايى مانند شيرخوارگاه، به فرزندى قبول مى‌شود، چگونه مى‌توان به حلال‌زاده بودن او پى برد؟
9753,خانمى که عقد کرده، ولى به خانه‌ى شوهر نرفته، به اجازه‌ى پدر و مادر نياز دارد يا اجازه‌ى شوهر کافى است؟
9103,آيا در مضاربه مى‌توان قبل از به دست آوردن سود، سود احتمالى را مصالحه کرد؟
9104,کسى که پول را به کسى مى‌دهد تا کار کند و هر چه سود کرد نصف آن را به مالک بدهد و ضمن مضاربه شرط مى‌کند که اگر تلف يا خسارتى متوجه سرمايه شد، عامل ضامن باشد که از مال خودش جبران کند، اشکال دارد؟
9105,آيا لازم است مضاربه بر اساس تجارت باشد يا اگر پولى به صنعتگر، کشاورز و يا ساختمان ساز داده شود تا در حرفه خود مصرف کنند و فايده آن بين هر دو طرف باشد، صحيح است؟
9106,اگر شخصى مقدارى مال يا پول به عنوان تجارت به فردى بدهد و قرار بگذارد ماهيانه براى هر يک ميليون، پنجاه هزار تومان سود بگيرد، آيا اين قرارداد به عنوان مضاربه صحيح است؟
9107,تاجرى از چند نفر مبالغى را در امر تجارت دريافت مى‌کند. آن وجوه را به کالايى مى‌دهد و سپس آن کالا را با کالاهاى ديگر معامله مى‌کند. در نتيجه ممکن است نوع معامله در مدّت کوتاه ثمربخش نباشد و در اين‌گونه موارد سود و ضرر به طور کامل مشخّص نمى‌شود. آيا اجازه مى‌فرماييد در نظير اين مسأله، عامل و صاحب‌مال ماهيانه يا در چند ماه، سود را بر مبلغ معيّنى مصالحه نمايند و يکديگر را راضى کنند؟
9108,در عقد مضاربه (که بايد نسبت درصد سود معيّن شود) اگر عامل يقين داشته  باشد که سود سرمايه از فلان مبلغ کمتر نمى‌شود، لذا ماهانه مبلغ معيّنى را به جاى نسبت سود مقرّر کند، آيا چنين مضاربه‌اى جايز است؟ در صورتى که پاسخ منفى باشد، نحوه صحيح معامله را بيان فرماييد.
9109,آيا جايز است مراتع و چراگاه‌ها را که چندين سال مورد استفاده قرار گرفته است، احيا کرد؟
9110,بعد از چند سال زحمت، آبى از چاه براى زراعت بيرون آورده‌ام، آيا اين آب جزو انفال است يا متعلّق به خودم؟
